booking_id,number_of_nights,date_check_in,date_check_out,total_price,user_id
538,1,2018-04-30,2018-05-01,79.0,9355809
539,3,2018-05-03,2018-05-06,237.0,32099032
540,1,2018-05-20,2018-05-21,79.0,13054728
541,2,2018-06-03,2018-06-05,158.0,1528106
542,4,2018-06-23,2018-06-27,316.0,15291096
543,3,2018-07-01,2018-07-04,237.0,33295365
544,3,2018-07-13,2018-07-16,237.0,4094281
545,2,2018-07-19,2018-07-21,158.0,1879320
546,3,2018-07-30,2018-08-02,237.0,78206962
547,4,2018-08-04,2018-08-08,316.0,16810619
548,2,2018-08-10,2018-08-12,158.0,8125749
549,3,2018-08-17,2018-08-20,237.0,56206718
550,5,2018-09-11,2018-09-16,395.0,28189292
551,3,2018-09-18,2018-09-21,237.0,47727219
552,4,2018-09-22,2018-09-26,316.0,43617356
553,2,2018-10-06,2018-10-08,158.0,13204867
554,5,2018-10-06,2018-10-11,395.0,9193333
555,3,2018-11-02,2018-11-05,237.0,93141771
556,3,2018-11-08,2018-11-11,237.0,74939343
557,1,2018-11-18,2018-11-19,79.0,144461005
558,5,2018-12-04,2018-12-09,395.0,27792236
559,5,2018-12-12,2018-12-17,395.0,1214627
560,1,2019-01-01,2019-01-02,79.0,170353158
561,3,2019-01-25,2019-01-28,237.0,20422835
562,1,2019-02-10,2019-02-11,79.0,51617000
563,2,2019-02-22,2019-02-24,158.0,46991632
564,2,2019-03-03,2019-03-05,158.0,140027607
565,1,2019-03-10,2019-03-11,79.0,6446557
566,3,2019-03-21,2019-03-24,237.0,25093467
567,4,2019-05-15,2019-05-19,316.0,2436735
568,5,2019-06-19,2019-06-24,395.0,240671527
569,1,2019-07-22,2019-07-23,79.0,244048549
570,4,2010-10-28,2010-11-01,360.0,69350375
571,2,2011-02-24,2011-02-26,180.0,910781
572,2,2011-05-21,2011-05-23,180.0,119775263
573,4,2011-08-20,2011-08-24,360.0,24649353
574,1,2011-10-15,2011-10-16,90.0,531124
575,2,2011-10-26,2011-10-28,180.0,15802153
576,3,2011-12-28,2011-12-31,270.0,16500535
577,2,2012-04-14,2012-04-16,180.0,75514029
578,2,2012-05-04,2012-05-06,180.0,7390761
579,4,2012-09-10,2012-09-14,360.0,39224141
580,1,2013-04-16,2013-04-17,90.0,81679434
581,3,2013-06-29,2013-07-02,270.0,35196559
582,1,2014-10-30,2014-10-31,90.0,288380
583,1,2015-03-20,2015-03-21,90.0,47248367
584,2,2015-05-02,2015-05-04,180.0,134911
585,2,2015-05-28,2015-05-30,180.0,472840
586,1,2015-06-15,2015-06-16,90.0,7129474
587,5,2015-09-22,2015-09-27,450.0,15611100
588,2,2015-10-02,2015-10-04,180.0,4607218
589,3,2015-10-26,2015-10-29,270.0,45713793
590,3,2016-04-21,2016-04-24,270.0,3745837
591,5,2016-05-04,2016-05-09,450.0,45051158
592,4,2016-07-01,2016-07-05,360.0,18206447
593,2,2017-02-25,2017-02-27,180.0,31933338
594,4,2018-01-10,2018-01-14,360.0,44692374
595,5,2018-01-16,2018-01-21,450.0,60989505
596,4,2018-07-11,2018-07-15,360.0,4975799
597,2,2018-08-10,2018-08-12,180.0,41530157
598,4,2018-08-14,2018-08-18,360.0,37607641
599,5,2019-03-08,2019-03-13,450.0,660015
600,5,2019-03-27,2019-04-01,450.0,192307632
601,2,2019-04-14,2019-04-16,180.0,1561348
602,4,2019-05-08,2019-05-12,360.0,44233425
603,2,2019-05-17,2019-05-19,180.0,7403191
604,1,2019-06-01,2019-06-02,90.0,210688460
605,4,2019-06-05,2019-06-09,360.0,3529372
606,5,2019-06-12,2019-06-17,450.0,26461799
607,3,2019-07-04,2019-07-07,270.0,433298
608,2,2019-09-14,2019-09-16,180.0,16317765
609,1,2019-09-30,2019-10-01,90.0,24393367
610,4,2019-10-01,2019-10-05,360.0,2554690
611,4,2019-10-09,2019-10-13,360.0,44838305
612,5,2019-10-17,2019-10-22,450.0,4012305
613,4,2019-10-30,2019-11-03,360.0,6213248
614,3,2019-11-21,2019-11-24,270.0,11254518
615,3,2019-11-29,2019-12-02,270.0,152687383
616,1,2019-12-07,2019-12-08,90.0,945080
617,4,2020-01-01,2020-01-05,360.0,48954014
618,5,2010-12-11,2010-12-16,410.0,68378367
619,3,2011-01-13,2011-01-16,246.0,3064577
620,4,2011-03-03,2011-03-07,328.0,130830294
621,3,2011-03-15,2011-03-18,246.0,2266063
622,1,2011-03-31,2011-04-01,82.0,31124866
623,4,2011-04-09,2011-04-13,328.0,1290565
624,4,2011-04-15,2011-04-19,328.0,5400382
625,2,2011-05-01,2011-05-03,164.0,47617645
626,2,2011-05-10,2011-05-12,164.0,44283695
627,2,2011-05-26,2011-05-28,164.0,1419047
628,5,2011-07-09,2011-07-14,410.0,1029331
629,4,2011-07-18,2011-07-22,328.0,3161391
630,2,2011-09-19,2011-09-21,164.0,32025765
631,4,2011-09-28,2011-10-02,328.0,19247247
632,1,2011-10-26,2011-10-27,82.0,25725844
633,1,2011-11-15,2011-11-16,82.0,19067404
634,2,2011-11-24,2011-11-26,164.0,888140
635,4,2011-12-02,2011-12-06,328.0,140873506
636,3,2011-12-25,2011-12-28,246.0,48774968
637,4,2011-12-31,2012-01-04,328.0,54449761
638,3,2012-01-04,2012-01-07,246.0,36972131
639,3,2012-01-21,2012-01-24,246.0,916632
640,4,2012-02-28,2012-03-03,328.0,51473364
641,1,2012-03-19,2012-03-20,82.0,1596713
642,1,2012-03-25,2012-03-26,82.0,3044813
643,2,2012-05-05,2012-05-07,164.0,96429373
644,2,2012-05-20,2012-05-22,164.0,5224746
645,2,2012-05-27,2012-05-29,164.0,24975550
646,2,2012-06-10,2012-06-12,164.0,50302503
647,4,2012-08-05,2012-08-09,328.0,863940
648,4,2012-11-29,2012-12-03,328.0,9633539
649,1,2013-03-13,2013-03-14,82.0,134899025
650,5,2013-04-25,2013-04-30,410.0,8061273
651,1,2013-07-26,2013-07-27,82.0,215652331
652,1,2014-10-11,2014-10-12,82.0,10142848
653,3,2015-04-24,2015-04-27,246.0,14039892
654,1,2015-05-07,2015-05-08,82.0,19607755
655,3,2015-07-26,2015-07-29,246.0,3083806
656,4,2016-02-25,2016-02-29,328.0,31760682
657,4,2016-03-29,2016-04-02,328.0,809369
658,4,2016-04-12,2016-04-16,328.0,28443616
659,3,2016-04-23,2016-04-26,246.0,3535771
660,5,2016-07-24,2016-07-29,410.0,34470870
661,4,2016-12-24,2016-12-28,328.0,92379423
662,1,2017-02-10,2017-02-11,82.0,58204096
663,2,2017-02-28,2017-03-02,164.0,15512466
664,2,2017-03-24,2017-03-26,164.0,96974336
665,5,2017-04-01,2017-04-06,410.0,5679859
666,2,2017-04-13,2017-04-15,164.0,5694593
667,2,2017-04-22,2017-04-24,164.0,729132
668,5,2017-04-28,2017-05-03,410.0,18017795
669,1,2017-05-13,2017-05-14,82.0,1430492
670,1,2017-06-23,2017-06-24,82.0,42266364
671,4,2017-07-18,2017-07-22,328.0,84861147
672,4,2018-07-06,2018-07-10,328.0,128117143
673,3,2011-09-23,2011-09-26,120.0,5017696
674,1,2012-05-26,2012-05-27,40.0,448298
675,2,2014-10-14,2014-10-16,80.0,6693661
676,4,2015-05-30,2015-06-03,160.0,4475785
677,1,2015-09-28,2015-09-29,40.0,920918
678,4,2015-11-18,2015-11-22,160.0,63478163
679,4,2016-05-09,2016-05-13,160.0,716597
680,2,2017-06-02,2017-06-04,80.0,191008111
681,2,2017-11-10,2017-11-12,80.0,89443673
682,4,2017-11-14,2017-11-18,160.0,11972953
683,4,2017-11-22,2017-11-26,160.0,47443590
684,4,2018-04-25,2018-04-29,160.0,290212976
685,5,2018-11-13,2018-11-18,200.0,23065657
686,5,2018-12-04,2018-12-09,200.0,120081333
687,2,2019-09-20,2019-09-22,80.0,43988161
688,4,2019-09-25,2019-09-29,160.0,1367452
689,3,2019-10-02,2019-10-05,120.0,4801318
690,4,2018-05-06,2018-05-10,96.0,4586770
691,2,2018-05-11,2018-05-13,48.0,14031964
692,1,2018-05-22,2018-05-23,24.0,3581024
693,3,2018-05-24,2018-05-27,72.0,2456671
694,5,2018-05-28,2018-06-02,120.0,15526
695,3,2018-06-02,2018-06-05,72.0,68089035
696,5,2018-06-08,2018-06-13,120.0,101297613
697,1,2018-06-23,2018-06-24,24.0,6397211
698,2,2018-06-27,2018-06-29,48.0,40725625
699,4,2018-06-27,2018-07-01,96.0,24350871
700,1,2018-07-07,2018-07-08,24.0,107646821
701,3,2018-07-08,2018-07-11,72.0,169225
702,1,2018-07-15,2018-07-16,24.0,19495003
703,1,2018-08-15,2018-08-16,24.0,22974634
704,3,2018-08-23,2018-08-26,72.0,215549869
705,2,2018-09-13,2018-09-15,48.0,869032
706,3,2018-09-13,2018-09-16,72.0,123502730
707,2,2018-09-21,2018-09-23,48.0,25041307
708,5,2018-09-21,2018-09-26,120.0,1866149
709,5,2018-09-28,2018-10-03,120.0,776552
710,4,2018-10-05,2018-10-09,96.0,6432017
711,1,2018-10-09,2018-10-10,24.0,4031079
712,2,2018-10-11,2018-10-13,48.0,7953481
713,1,2018-10-16,2018-10-17,24.0,30646699
714,3,2018-10-17,2018-10-20,72.0,23872194
715,1,2018-10-23,2018-10-24,24.0,12872065
716,1,2018-11-13,2018-11-14,24.0,92912308
717,4,2018-11-13,2018-11-17,96.0,96081923
718,4,2018-11-14,2018-11-18,96.0,11722951
719,3,2018-11-22,2018-11-25,72.0,182676523
720,1,2018-12-08,2018-12-09,24.0,135633256
721,4,2018-12-25,2018-12-29,96.0,22634242
722,4,2018-12-27,2018-12-31,96.0,139315748
723,1,2019-01-15,2019-01-16,24.0,47150579
724,1,2019-01-25,2019-01-26,24.0,9490537
725,5,2019-01-29,2019-02-03,120.0,165904
726,5,2019-02-15,2019-02-20,120.0,75644706
727,4,2019-02-20,2019-02-24,96.0,2807143
728,1,2019-03-04,2019-03-05,24.0,963251
729,3,2019-03-06,2019-03-09,72.0,4129875
730,5,2019-03-19,2019-03-24,120.0,111260768
731,4,2019-03-27,2019-03-31,96.0,20794505
732,2,2019-04-18,2019-04-20,48.0,69559793
733,4,2019-04-17,2019-04-21,96.0,88329672
734,2,2019-04-27,2019-04-29,48.0,45665138
735,5,2019-04-29,2019-05-04,120.0,133559702
736,3,2019-05-02,2019-05-05,72.0,2423382
737,2,2019-05-09,2019-05-11,48.0,24567489
738,2,2019-05-10,2019-05-12,48.0,9349038
739,3,2019-05-15,2019-05-18,72.0,23999491
740,4,2019-05-15,2019-05-19,96.0,4040731
741,1,2019-06-02,2019-06-03,24.0,3724500
742,2,2019-06-10,2019-06-12,48.0,25950097
743,4,2019-06-11,2019-06-15,96.0,12107423
744,5,2019-06-18,2019-06-23,120.0,1482440
745,5,2019-07-02,2019-07-07,120.0,86509625
746,3,2019-07-26,2019-07-29,72.0,45089570
747,3,2019-09-06,2019-09-09,72.0,25576680
748,4,2019-09-17,2019-09-21,96.0,46670253
749,5,2019-09-17,2019-09-22,120.0,7626558
750,5,2019-09-22,2019-09-27,120.0,8741425
751,3,2019-09-27,2019-09-30,72.0,25234477
752,1,2019-10-07,2019-10-08,24.0,3028250
753,5,2019-10-06,2019-10-11,120.0,817053
754,2,2019-10-11,2019-10-13,48.0,4011109
755,1,2019-10-18,2019-10-19,24.0,51066476
756,4,2019-10-21,2019-10-25,96.0,36129971
757,5,2019-10-29,2019-11-03,120.0,3439595
758,4,2019-11-07,2019-11-11,96.0,33063516
759,3,2019-11-21,2019-11-24,72.0,5704937
760,4,2019-11-26,2019-11-30,96.0,4965785
761,4,2019-11-28,2019-12-02,96.0,619100
762,4,2019-12-04,2019-12-08,96.0,5542111
763,1,2020-01-25,2020-01-26,24.0,23211386
764,3,2020-01-30,2020-02-02,72.0,25631940
765,5,2020-02-05,2020-02-10,120.0,2138089
766,3,2020-02-20,2020-02-23,72.0,4603165
767,2,2020-03-02,2020-03-04,48.0,7644298
768,4,2020-09-02,2020-09-06,96.0,19668718
769,3,2015-01-12,2015-01-15,63.0,17629731
770,4,2017-08-15,2017-08-19,84.0,7754518
771,1,2017-09-09,2017-09-10,21.0,8532170
772,5,2017-09-12,2017-09-17,105.0,24303112
773,3,2017-11-28,2017-12-01,63.0,4640741
774,1,2017-12-09,2017-12-10,21.0,2347015
775,3,2018-02-06,2018-02-09,63.0,279689
776,3,2018-04-19,2018-04-22,63.0,809369
777,1,2018-06-21,2018-06-22,21.0,10891267
778,4,2018-07-11,2018-07-15,84.0,48874758
779,1,2018-07-16,2018-07-17,21.0,22591305
780,4,2018-08-25,2018-08-29,84.0,8537810
781,5,2018-11-08,2018-11-13,105.0,70349686
782,2,2018-11-27,2018-11-29,42.0,144461005
783,2,2018-11-30,2018-12-02,42.0,4475785
784,2,2018-12-11,2018-12-13,42.0,24405391
785,3,2018-12-19,2018-12-22,63.0,30767491
786,4,2019-04-26,2019-04-30,84.0,16655057
787,5,2019-04-30,2019-05-05,105.0,9929186
788,3,2019-05-10,2019-05-13,63.0,31111077
789,5,2019-05-17,2019-05-22,105.0,8053070
790,1,2019-06-13,2019-06-14,21.0,10946732
791,3,2019-06-19,2019-06-22,63.0,11415111
792,4,2019-07-08,2019-07-12,84.0,38908634
793,2,2019-07-14,2019-07-16,42.0,20925917
794,5,2019-07-21,2019-07-26,105.0,20881078
795,1,2019-09-30,2019-10-01,21.0,17456435
796,5,2019-12-03,2019-12-08,105.0,117423793
797,3,2019-12-17,2019-12-20,63.0,33358448
798,2,2020-01-17,2020-01-19,42.0,29979222
799,1,2020-02-13,2020-02-14,21.0,211890501
800,1,2020-03-30,2020-03-31,21.0,21912506
801,4,2020-08-30,2020-09-03,84.0,39800452
802,4,2020-09-23,2020-09-27,84.0,2422697
803,3,2020-11-27,2020-11-30,63.0,139926057
804,4,2011-02-19,2011-02-23,204.0,26475591
805,2,2011-06-02,2011-06-04,102.0,51517355
806,4,2011-10-04,2011-10-08,204.0,4893015
807,5,2011-11-04,2011-11-09,255.0,57369099
808,3,2011-12-31,2012-01-03,153.0,26373823
809,2,2012-05-18,2012-05-20,102.0,35509766
810,3,2012-09-11,2012-09-14,153.0,28684812
811,1,2013-04-08,2013-04-09,51.0,21014080
812,3,2014-01-04,2014-01-07,153.0,8941849
813,3,2014-02-08,2014-02-11,153.0,164484727
814,2,2014-10-22,2014-10-24,102.0,1514794
815,4,2015-01-01,2015-01-05,204.0,1906079
816,1,2015-06-30,2015-07-01,51.0,740087
817,3,2015-07-02,2015-07-05,153.0,1298910
818,1,2015-12-06,2015-12-07,51.0,15337004
819,1,2016-01-10,2016-01-11,51.0,13452314
820,1,2016-03-17,2016-03-18,51.0,34719337
821,2,2016-05-28,2016-05-30,102.0,1513280
822,2,2017-06-24,2017-06-26,102.0,119874743
823,5,2017-06-28,2017-07-03,255.0,819727
824,5,2017-09-05,2017-09-10,255.0,41731653
825,3,2017-09-15,2017-09-18,153.0,4772523
826,5,2017-11-14,2017-11-19,255.0,25039133
827,4,2017-12-06,2017-12-10,204.0,130732971
828,4,2018-07-05,2018-07-09,204.0,48385280
829,3,2018-12-18,2018-12-21,153.0,7685809
830,4,2018-12-26,2018-12-30,204.0,49269166
831,1,2019-01-02,2019-01-03,51.0,4765475
832,4,2019-03-14,2019-03-18,204.0,12344549
833,2,2019-04-13,2019-04-15,102.0,6770382
834,1,2019-05-07,2019-05-08,51.0,12190333
835,3,2019-05-18,2019-05-21,153.0,3913238
836,4,2019-07-04,2019-07-08,204.0,17556638
837,1,2019-09-15,2019-09-16,51.0,10672940
838,1,2019-09-21,2019-09-22,51.0,113805669
839,5,2019-09-24,2019-09-29,255.0,5886323
840,2,2019-10-30,2019-11-01,102.0,30536992
841,3,2019-12-04,2019-12-07,153.0,9702558
842,2,2019-12-31,2020-01-02,102.0,1759300
843,1,2020-07-01,2020-07-02,51.0,68089035
844,1,2020-08-25,2020-08-26,51.0,32950927
845,4,2015-06-24,2015-06-28,300.0,4644971
846,4,2015-09-17,2015-09-21,300.0,1142381
847,4,2015-10-14,2015-10-18,300.0,5506108
848,2,2016-07-11,2016-07-13,150.0,17454576
849,2,2018-05-31,2018-06-02,150.0,26841882
850,3,2018-12-30,2019-01-02,225.0,1430492
851,3,2020-04-27,2020-04-30,225.0,32974409
852,4,2011-02-09,2011-02-13,556.0,1020814
853,1,2011-06-17,2011-06-18,139.0,106799709
854,5,2011-06-24,2011-06-29,695.0,4173985
855,1,2011-10-15,2011-10-16,139.0,48085541
856,1,2012-10-07,2012-10-08,139.0,29593359
857,3,2013-10-13,2013-10-16,417.0,16421860
858,4,2014-05-22,2014-05-26,556.0,26345213
859,4,2014-06-12,2014-06-16,556.0,865862
860,4,2014-09-11,2014-09-15,556.0,849742
861,5,2014-09-22,2014-09-27,695.0,114629965
862,5,2015-02-14,2015-02-19,695.0,27508261
863,3,2015-03-24,2015-03-27,417.0,64150493
864,4,2015-04-24,2015-04-28,556.0,17568568
865,4,2015-06-11,2015-06-15,556.0,4326117
866,4,2015-06-18,2015-06-22,556.0,1311958
867,2,2015-09-16,2015-09-18,278.0,13585425
868,1,2015-09-20,2015-09-21,139.0,2999894
869,1,2015-10-05,2015-10-06,139.0,11963554
870,4,2015-10-08,2015-10-12,556.0,34923636
871,2,2015-10-14,2015-10-16,278.0,2555202
872,3,2015-10-25,2015-10-28,417.0,22324342
873,4,2015-11-01,2015-11-05,556.0,14933742
874,5,2015-11-20,2015-11-25,695.0,6079292
875,4,2015-12-05,2015-12-09,556.0,313365
876,2,2016-01-01,2016-01-03,278.0,780107
877,4,2016-03-19,2016-03-23,556.0,161579690
878,1,2016-03-24,2016-03-25,139.0,148916290
879,1,2016-03-27,2016-03-28,139.0,3226403
880,5,2016-04-19,2016-04-24,695.0,87785369
881,3,2016-05-06,2016-05-09,417.0,48763119
882,1,2016-05-28,2016-05-29,139.0,45849398
883,4,2016-06-01,2016-06-05,556.0,6500566
884,4,2016-06-08,2016-06-12,556.0,61702828
885,4,2016-09-21,2016-09-25,556.0,2236658
886,4,2016-10-05,2016-10-09,556.0,1172225
887,5,2017-03-28,2017-04-02,695.0,1197551
888,5,2017-04-23,2017-04-28,695.0,50413881
889,2,2017-04-29,2017-05-01,278.0,62543769
890,1,2017-05-13,2017-05-14,139.0,227171243
891,4,2017-06-12,2017-06-16,556.0,21330033
892,3,2017-06-22,2017-06-25,417.0,96263788
893,4,2017-08-04,2017-08-08,556.0,13144535
894,4,2017-09-14,2017-09-18,556.0,222531623
895,2,2017-09-30,2017-10-02,278.0,8814428
896,3,2017-10-05,2017-10-08,417.0,104349902
897,4,2017-10-10,2017-10-14,556.0,46994354
898,3,2017-10-18,2017-10-21,417.0,170574617
899,4,2018-01-17,2018-01-21,556.0,21629598
900,2,2018-02-13,2018-02-15,278.0,6121998
901,3,2018-02-15,2018-02-18,417.0,4029625
902,2,2018-02-23,2018-02-25,278.0,2216745
903,1,2018-03-10,2018-03-11,139.0,47082976
904,4,2018-04-05,2018-04-09,556.0,5918969
905,3,2018-04-19,2018-04-22,417.0,69538997
906,5,2018-05-08,2018-05-13,695.0,214935
907,5,2018-06-04,2018-06-09,695.0,4172656
908,5,2018-06-08,2018-06-13,695.0,205978170
909,5,2018-06-15,2018-06-20,695.0,20274564
910,2,2018-06-20,2018-06-22,278.0,7003502
911,5,2018-06-20,2018-06-25,695.0,51138942
912,2,2018-07-13,2018-07-15,278.0,185340581
913,3,2018-07-19,2018-07-22,417.0,6613653
914,5,2018-08-12,2018-08-17,695.0,41530157
915,3,2018-08-19,2018-08-22,417.0,16093104
916,4,2018-10-08,2018-10-12,556.0,38491377
917,1,2018-10-13,2018-10-14,139.0,198008252
918,4,2018-10-14,2018-10-18,556.0,18535275
919,5,2018-10-16,2018-10-21,695.0,517667
920,5,2018-10-19,2018-10-24,695.0,1698355
921,2,2018-10-27,2018-10-29,278.0,44839230
922,5,2018-11-13,2018-11-18,695.0,874563
923,3,2018-11-22,2018-11-25,417.0,3300125
924,3,2018-12-12,2018-12-15,417.0,3007894
925,2,2018-12-27,2018-12-29,278.0,13242037
926,3,2018-12-29,2019-01-01,417.0,230495323
927,4,2019-01-23,2019-01-27,556.0,841972
928,2,2019-03-03,2019-03-05,278.0,1759300
929,2,2019-03-09,2019-03-11,278.0,2713304
930,2,2019-03-15,2019-03-17,278.0,16019240
931,1,2019-03-31,2019-04-01,139.0,210115
932,3,2019-04-02,2019-04-05,417.0,15520459
933,2,2019-04-05,2019-04-07,278.0,2617386
934,2,2019-04-12,2019-04-14,278.0,26373823
935,2,2019-04-17,2019-04-19,278.0,11658592
936,2,2019-04-20,2019-04-22,278.0,7049661
937,5,2019-05-04,2019-05-09,695.0,149361685
938,5,2019-05-29,2019-06-03,695.0,16921
939,2,2019-06-07,2019-06-09,278.0,32792322
940,3,2019-06-08,2019-06-11,417.0,34925981
941,1,2019-06-12,2019-06-13,139.0,36886407
942,3,2019-07-06,2019-07-09,417.0,120063890
943,2,2019-07-12,2019-07-14,278.0,2143692
944,5,2019-09-04,2019-09-09,695.0,4526243
945,4,2019-09-14,2019-09-18,556.0,25814074
946,2,2019-09-20,2019-09-22,278.0,42535865
947,2,2019-09-26,2019-09-28,278.0,32068100
948,4,2019-10-02,2019-10-06,556.0,24122113
949,2,2019-10-09,2019-10-11,278.0,11722951
950,3,2019-10-16,2019-10-19,417.0,190029832
951,2,2019-10-20,2019-10-22,278.0,5488907
952,1,2019-10-22,2019-10-23,139.0,1906079
953,2,2019-10-25,2019-10-27,278.0,4132185
954,2,2019-11-22,2019-11-24,278.0,100503205
955,4,2019-12-25,2019-12-29,556.0,174709055
956,2,2019-12-30,2020-01-01,278.0,22297608
957,3,2020-01-23,2020-01-26,417.0,13731294
958,3,2020-07-25,2020-07-28,417.0,4203067
959,5,2020-07-26,2020-07-31,695.0,22675251
960,2,2017-07-13,2017-07-15,160.0,3515638
961,1,2019-01-02,2019-01-03,80.0,30472095
962,4,2019-03-11,2019-03-15,320.0,6175083
963,3,2019-06-18,2019-06-21,240.0,50694559
964,1,2019-08-03,2019-08-04,80.0,193491619
965,5,2012-04-18,2012-04-23,315.0,8566760
966,3,2013-10-22,2013-10-25,189.0,20818139
967,2,2014-05-31,2014-06-02,126.0,51617000
968,2,2014-06-25,2014-06-27,126.0,16833983
969,1,2014-08-04,2014-08-05,63.0,57565524
970,4,2014-08-24,2014-08-28,252.0,11869893
971,2,2014-09-13,2014-09-15,126.0,252761
972,5,2014-11-01,2014-11-06,315.0,10040554
973,2,2014-11-16,2014-11-18,126.0,2929689
974,2,2014-11-23,2014-11-25,126.0,37611348
975,4,2014-11-26,2014-11-30,252.0,2828587
976,3,2014-12-11,2014-12-14,189.0,26362423
977,2,2015-01-10,2015-01-12,126.0,9210324
978,3,2015-02-19,2015-02-22,189.0,19730570
979,5,2015-03-10,2015-03-15,315.0,9759199
980,4,2015-04-24,2015-04-28,252.0,2489818
981,2,2015-05-04,2015-05-06,126.0,4772303
982,1,2015-05-09,2015-05-10,63.0,869032
983,2,2015-05-12,2015-05-14,126.0,24230415
984,3,2015-05-18,2015-05-21,189.0,44281391
985,5,2015-05-20,2015-05-25,315.0,6459319
986,5,2015-05-29,2015-06-03,315.0,37427328
987,4,2015-07-15,2015-07-19,252.0,358486
988,1,2015-08-26,2015-08-27,63.0,722875
989,1,2015-10-04,2015-10-05,63.0,49301780
990,4,2015-10-20,2015-10-24,252.0,56493251
991,1,2015-10-26,2015-10-27,63.0,309536
992,3,2016-01-31,2016-02-03,189.0,109533021
993,1,2016-04-09,2016-04-10,63.0,249307
994,3,2016-05-09,2016-05-12,189.0,1285069
995,2,2016-07-03,2016-07-05,126.0,36682172
996,5,2016-07-08,2016-07-13,315.0,52127240
997,1,2017-03-04,2017-03-05,63.0,632027
998,2,2017-04-30,2017-05-02,126.0,15802153
999,1,2017-05-22,2017-05-23,63.0,109441148
1000,5,2017-05-22,2017-05-27,315.0,844212
1001,3,2017-06-23,2017-06-26,189.0,19760476
1002,2,2017-10-25,2017-10-27,126.0,1486127
1003,3,2018-04-11,2018-04-14,189.0,43063704
1004,3,2018-04-19,2018-04-22,189.0,39360856
1005,2,2018-05-26,2018-05-28,126.0,9243583
1006,5,2018-09-28,2018-10-03,315.0,41379943
1007,1,2018-10-06,2018-10-07,63.0,17346052
1008,1,2018-10-21,2018-10-22,63.0,34808128
1009,3,2019-01-03,2019-01-06,189.0,73531143
1010,2,2019-01-09,2019-01-11,126.0,11722951
1011,4,2019-03-26,2019-03-30,252.0,34510984
1012,4,2019-05-04,2019-05-08,252.0,45954091
1013,1,2019-05-17,2019-05-18,63.0,7207942
1014,1,2019-05-26,2019-05-27,63.0,29527841
1015,5,2019-05-25,2019-05-30,315.0,176974511
1016,1,2019-07-17,2019-07-18,63.0,19522611
1017,5,2019-07-22,2019-07-27,315.0,8130428
1018,3,2019-11-09,2019-11-12,189.0,2480913
1019,5,2019-12-20,2019-12-25,315.0,148639475
1020,2,2020-03-02,2020-03-04,126.0,20241965
1021,5,2011-05-03,2011-05-08,315.0,2063853
1022,1,2011-05-16,2011-05-17,63.0,35756223
1023,1,2011-05-22,2011-05-23,63.0,23761993
1024,2,2011-06-05,2011-06-07,126.0,422215
1025,1,2011-06-18,2011-06-19,63.0,53606863
1026,3,2011-06-19,2011-06-22,189.0,76178518
1027,1,2011-07-07,2011-07-08,63.0,1687440
1028,5,2011-07-11,2011-07-16,315.0,12839757
1029,4,2011-07-19,2011-07-23,252.0,75859617
1030,2,2011-09-13,2011-09-15,126.0,22789944
1031,5,2011-09-15,2011-09-20,315.0,43988161
1032,3,2011-09-29,2011-10-02,189.0,349112
1033,3,2011-10-20,2011-10-23,189.0,2341797
1034,5,2011-11-09,2011-11-14,315.0,1729503
1035,1,2011-11-21,2011-11-22,63.0,6840011
1036,2,2011-11-26,2011-11-28,126.0,2110713
1037,1,2012-02-05,2012-02-06,63.0,1735394
1038,3,2012-02-08,2012-02-11,189.0,328094543
1039,4,2012-03-10,2012-03-14,252.0,18838048
1040,2,2012-03-31,2012-04-02,126.0,7552386
1041,5,2012-05-05,2012-05-10,315.0,110496821
1042,3,2012-05-26,2012-05-29,189.0,7640120
1043,5,2012-06-30,2012-07-05,315.0,5488789
1044,3,2012-07-06,2012-07-09,189.0,215624448
1045,2,2012-09-07,2012-09-09,126.0,2996829
1046,1,2012-09-21,2012-09-22,63.0,113039450
1047,2,2012-09-24,2012-09-26,126.0,44247859
1048,3,2012-10-06,2012-10-09,189.0,39159274
1049,1,2012-10-15,2012-10-16,63.0,275031500
1050,2,2013-02-26,2013-02-28,126.0,3200982
1051,5,2013-03-14,2013-03-19,315.0,6570814
1052,4,2013-03-28,2013-04-01,252.0,9885245
1053,5,2013-04-10,2013-04-15,315.0,233841
1054,4,2013-05-13,2013-05-17,252.0,668743
1055,2,2013-06-06,2013-06-08,126.0,1834516
1056,5,2013-06-07,2013-06-12,315.0,251837901
1057,5,2013-06-27,2013-07-02,315.0,151967409
1058,4,2013-07-04,2013-07-08,252.0,95318417
1059,1,2013-10-08,2013-10-09,63.0,49264332
1060,1,2013-10-18,2013-10-19,63.0,30752115
1061,5,2013-10-20,2013-10-25,315.0,54783356
1062,5,2013-11-02,2013-11-07,315.0,213555023
1063,1,2013-11-18,2013-11-19,63.0,28165811
1064,3,2013-12-06,2013-12-09,189.0,353144466
1065,1,2013-12-23,2013-12-24,63.0,182907004
1066,1,2014-02-19,2014-02-20,63.0,639095
1067,4,2014-02-22,2014-02-26,252.0,37469187
1068,1,2014-03-06,2014-03-07,63.0,1784486
1069,1,2014-03-17,2014-03-18,63.0,180929
1070,3,2014-05-17,2014-05-20,189.0,1609937
1071,2,2014-06-01,2014-06-03,126.0,1598163
1072,3,2014-06-06,2014-06-09,189.0,1843216
1073,3,2014-06-28,2014-07-01,189.0,41777690
