id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5155124,https://www.airbnb.com/rooms/5155124,20210413152844,2021-04-16,SPECTACULAR ATTIC WITH THE BEST LOCATION IN CITY,"The perfect location to have the best stay in Madrid. Enjoy such a location will make your stay in the city so pleasurable as to be unforgettable. Just being able to admire from its private terrace the magnificently clear skies of Madrid, its sunsets and the views of the Royal Palace, Sabatini gardens and the Campo del Moro will be a memorable and unique experience. You will not find better views in Madrid. Placed in the best location next to the Gran Vía, Plaza de España, Plaza Mayor or Sol.<br /><br /><b>The space</b><br />This is a unique penthouse in a unique location. The terrace and the views are just the best of Madrid.<br /><br />A penthouse with a large terrace ( the unique one penthouse with private terrace in the building ), views of the Royal Palace and Sabatini Gardens, an extremely privileged position in the area surrounding Plaza de Oriente, where one will only find large classical buildings with private homes alongside the Royal Theatre.<br /><br />The apartment is situ","This is a quiet and nice neighborhood where to find the best of the culture of Madrid: places , music , food , opera , theaters and of course monuments like the Royal Palace and the gardens of Sabatini and Moro.",https://a0.muscache.com/pictures/64482229/21397fa6_original.jpg,26659524,https://www.airbnb.com/users/show/26659524,Teresa,2015-01-25,"Madrid, Community of Madrid, Spain","We like to travel and enjoy the experience of knowing new places, their people and their way of life, for this reason we try to help our guests to enjoy our city and the experience of visiting Madrid.",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/26659524/profile_pic/1422189107/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26659524/profile_pic/1422189107/original.jpg?aki_policy=profile_x_medium,Palacio,1,1,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,"Madrid, Comunidad de Madrid, Spain",Palacio,Centro,40.42059,-3.71401,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""TV with standard cable"", ""Smoke alarm"", ""Dishwasher"", ""Bed linens"", ""Refrigerator"", ""Crib"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Essentials"", ""Coffee maker"", ""Paid parking on premises"", ""Building staff"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Stove"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Long term stays allowed"", ""First aid kit"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating"", ""Cable TV""]",$140.00,3,120,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2021-04-16,119,0,0,2015-03-29,2020-01-26,99,10,10,10,10,10,10,VT-2486,f,1,1,0,0,1.61
5155333,https://www.airbnb.com/rooms/5155333,20210413152844,2021-04-16,"Madrid Center, Wifi(RETIRO IBIZA)","Maravilloso apartamento en el Centro de Madrid, disfruta del Barrio Salamanca y del Parque del Retiro, por el cual llegarás a los principales museos de la capital: Museo del Prado, Thyssen y Reina Sofía, además de a la Puerta del Sol y Cibeles.<br /><br /><b>The space</b><br />Wonderful flat at the City Center of Madrid. Enjoy the Salamanca neighborhood and walk through the Retiro Park, which will led you to the best museums of Madrid: Prado, Thyssen and Reina Sofía, and also to the Puerta del Sol and Cibeles.<br /><br /><b>Guest access</b><br />Apartamento con Dormitorio con cama de matrimonio y Salón con sofá cama.<br />Apartment with Bedroom with doble bed and Living-Room sofa bed.","Te encontrarás en una de las mejores zonas de TAPAS de Madrid, podrás pasear por el Parque del Retiro e ir de compras por la calle Goya y Serrano.<br />You will be in one of the best TAPAS areas of Madrid, you'll be able take a walk by the Retiro Park and go shopping to the Goya and Serrano street.",https://a0.muscache.com/pictures/69e9719b-8792-42b9-881c-097840c480ff.jpg,2521612,https://www.airbnb.com/users/show/2521612,Javier,2012-06-01,"Madrid, Madrid, Spain","",N/A,N/A,100%,t,https://a0.muscache.com/im/users/2521612/profile_pic/1381157624/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2521612/profile_pic/1381157624/original.jpg?aki_policy=profile_x_medium,Ibiza,2,2,"['email', 'phone', 'reviews']",t,f,"Madrid, Comunidad de Madrid, Spain",Ibiza,Retiro,40.41838,-3.67432,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Smoke alarm"", ""Dishwasher"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""TV"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""High chair"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Paid parking off premises"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating"", ""Bathtub""]",$76.00,4,120,12,12,1125,1125,12.0,1125.0,,t,0,6,36,206,2021-04-16,25,4,0,2015-02-13,2020-11-06,94,10,10,10,10,10,9,,t,1,1,0,0,0.33
5159105,https://www.airbnb.com/rooms/5159105,20210413152844,2021-04-15,Madrid a toda Luz. Barrio de las Letras,"Es el corazón de Madrid, la zona monumental donde se hallan los principales museos, plazas y palacios históricos de la ciudad. Ideal para el shopping, cuenta con distintas calles peatonales llenas de tiendas de todas las marcas. Además, cuenta con muchos bares de tapas y restaurantes. <br />Muy cerca de: La Puerta del Sol, La Plaza de Cibeles, Plaza Mayor, Plaza de Santa Ana. Decoración funcional y confortable.<br /><br /><b>License number</b><br />VT247",,https://a0.muscache.com/pictures/0f049218-b0c3-48b9-bfdc-ea8ae1a31b4d.jpg,740087,https://www.airbnb.com/users/show/740087,Jesus&Sonia,2011-06-24,"Madrid, Madrid, Spain","Hola somos Jesús&Sonia. Jesús empezó con los apartamentos desde mediados de 2010 y lo mejor ha sido poder conocer a gente de muchísimos paises, diferentes culturas, diferentes edades y diferentes condiciones. Nuestra mayor satisfacción es pensar que hemos contribuido a mas agradable su estancia en Madrid. Todos nuestros apartamentos están situados en el conocido barrio de Las Letras, uno de los mejores de la ciudad. Lleno de bonitos restauranres, excelentes bares de tapas, todos con agradables terrazas, museos, galerías de arte, tiendas, teatros.. A tan solo unos minutos andando de los principales lugares de Madrid como: el museo de El Prado, el parque de El Retiro, la Plaza Mayor, la Puerta del Sol, la Gran Vía, la Cibeles, la Puerta de Alcalá, el Palacio y el Teatro Real, la catedral de La Almudena...

Hi we are Jesús&Sonia. Jesús started renting apartments since 2010 and the best thing since then has been having the opportunity of knowing people from different countries, different cultures, different ages and different backgrounds. We like to think we´ve been a little part of making their stay in Madrid as pleasant as possible. Our apartments are located in the ""Barrio de las Letras"" neighborhood, one of the most nice in the city. With charming restaurants, excellent tapas bars with their terrazes, museums, theatres, art galleries, shops,... Just a few minutes walking from the most important places in town as: Museo del Prado, El Retiro park, the Puerta del Sol, the Plaza Mayor, the Royal Palce&Theatre, the Almudena Cathedral, the Gran Via street, the Cibeles, the Puerta de Alcalá,...",N/A,N/A,100%,f,https://a0.muscache.com/im/users/740087/profile_pic/1382028924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/740087/profile_pic/1382028924/original.jpg?aki_policy=profile_x_medium,Cortes,9,9,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,Cortes,Centro,40.41563,-3.69966,Entire apartment,Entire home/apt,4,,1 bath,1,3,"[""Kitchen"", ""Paid parking on premises"", ""Pack \u2019n Play/travel crib"", ""Bed linens"", ""Hangers"", ""Iron"", ""Shampoo"", ""Wifi"", ""Heating"", ""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Washer"", ""Air conditioning"", ""Essentials""]",$53.00,3,1124,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2021-04-15,56,0,0,2016-07-05,2020-01-12,91,9,9,9,9,10,9,VT247,t,8,8,0,0,0.96
5159286,https://www.airbnb.com/rooms/5159286,20210413152844,2021-04-16,"Bright, Charming, Private apt-4pax!","This 1 bedroom-1 bathroom apartment is the perfect place to stay while in Madrid!. Centrally located in Chueca, one of the safest and most pedestrian-friendly neighborhoods in the city, you're only minutes away from the best of what Madrid can offer.<br /><br /><b>The space</b><br />Centrally located in Madrid, it's walking distance from airport shuttle, museums, bars & restaurants, shopping areas, subway/tube, theaters, etc.<br /><br />The bedroom has a brand new, comfortable king bed with high quality linens. There's an iron and ironing board in the closet for your convenience, as well.<br /><br />Save some money by cooking at home in the fully appointed kitchen, which includes a oven, washer, microwave, Nespresso  coffee maker, toaster and chef's knifes. <br /><br />The black and white style bathroom is tiled floor to ceiling and has a beautiful shower with satin nickel fixtures, plenty of hot water and great water pressure. Yes, there's a hair-dryer in there for you, too.<br /><br ","The apt is located between Chueca and Madrid Golden Mile. It is a prime location for anyone visiting Madrid and central to just about everything.<br /><br />Attractions nearby include museums (History museum, Prado Museum, Thyssen Bornemisza, Fundación Mapfre, etc), live entertainment (Maria Guerrero and Infanta Isabel Theaters, Cinemas, etc), tourist destinations (Gran Via, Puerta del Sol, City Hall, National Library, Plaza Mayor, etc), outdoor activities (Retiro Historic park, Madrid río, etc), world class shopping (Serrano, Gran Via, etc) and so much more.",https://a0.muscache.com/pictures/65370474/bc17b83b_original.jpg,17378912,https://www.airbnb.com/users/show/17378912,Juan,2014-06-28,"Madrid, Community of Madrid, Spain","Persona tranquila y amante de los viajes. Me encanta la iteracción con personas de distintas culturas, intento aprender de todas las personas con las que trato.",N/A,N/A,N/A,t,https://a0.muscache.com/im/users/17378912/profile_pic/1434799247/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17378912/profile_pic/1434799247/original.jpg?aki_policy=profile_x_medium,Justicia,3,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Justicia,Centro,40.422,-3.69686,Entire house,Entire home/apt,4,,1 bath,1,2,"[""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Shampoo"", ""Wifi"", ""Heating"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Dedicated workspace"", ""Washer"", ""Air conditioning"", ""Essentials""]",$70.00,2,60,2,2,60,60,2.0,60.0,,t,0,0,0,0,2021-04-16,262,0,0,2015-02-08,2019-05-10,97,10,10,10,10,10,9,VT-1434,f,1,1,0,0,3.48
5170774,https://www.airbnb.com/rooms/5170774,20210413152844,2021-04-15,"ATOCHA Sol,1 bedroom apt, WIFI,AC","Located just 400 meters from Madrid’s Plaza Mayor, and 100 meters from the Puerta del Sol, this 3 bedroom apartment offers air-conditioner, free Wi-Fi and great views of the city. We are in the heart of the city, you can go everywhere by walk..<br /><br /><b>The space</b><br />The apartment is perfect for a family or a group of friends. 4 people can enjoy the apartment during a great weekend in Madrid.<br />The bathroom is equipped with towels for everybody, there are also bed sheets and pillows in the apartment. The kitchen is fully equipped, there is a fridge, washing machine, dishwasher, and all necessary utensils. <br />If you are on holidays with your under 3 years old baby there is a possibility to request a crib without any extra charge. <br />You can control the temperature in the apartment using the air-conditioning and the heating system.<br /><br /><b>Guest access</b><br />Our customers have their own keys to enter and go out whenever they want.  There is a lift in the build","The center of the city is completely different from other districts. The nightlife is incredible, there are a lot of bars and restaurants close to the apartment. There are also theaters close to us - you can do everything in the city center. The three most important museums (Prado, Reina Sofia and Thyssen) are just 15 minutes walking from the apartments building. The Madrid Austrias (an historic district) is a few blocks away.<br />The citizens are so friendly and kind. They are happy to help the tourists and make them feel like at home.",https://a0.muscache.com/pictures/64658266/449fae5a_original.jpg,785052,https://www.airbnb.com/users/show/785052,Óscar,2011-07-06,"Madrid, Madrid, Spain","I love to travel but lately I do not have much time to do it. Having guests at home from all over the world is the most similar thing to travel. I like to practice sports like basketball, ski, golf, running,yoga...; if you want to practice any of these here in Madrid, I can help you with it. I can also show you the best restaurants of the area and help you with one day trips organization.",a few days or more,8%,0%,f,https://a0.muscache.com/im/users/785052/profile_pic/1311264481/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/785052/profile_pic/1311264481/original.jpg?aki_policy=profile_x_medium,Embajadores,6,6,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.41331,-3.70326,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Kitchen"", ""Elevator"", ""Fire extinguisher"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Washer"", ""Air conditioning"", ""Essentials""]",$100.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2021-04-15,0,0,0,,,,,,,,,,,f,6,6,0,0,
5170938,https://www.airbnb.com/rooms/5170938,20210413152844,2021-04-18,Live and enjoy in the heart of madrid,"AIR CONDITIONING, TERRACE, WIFI FOR A PLEASANT SUMMER IN MADRID<br />This beautiful apartament is located in the heart of Madrid, within walking distance of the museums, Reina Sofia, Museo del Praso. Easy access from Atocha train station, and only 10 minutes from Plaza Sol and Plaza Mayor.<br />Se encuentra ubicado en pleno corazon de madrid, a pasos de los museos mas importantes, Reina Sofia, Museo del Praso, Caixa Forum. De facil acceso de la estacion de tren Atocha, a 10 min de plaza Sol y Plaza Mayor.<br /><br /><b>The space</b><br />Cómodamente podrán alojar dos personas,  si vienen tres podemos arreglar.<br />Tendrán acceso a Internet, cocina equipada.<br />El departamento tiene ropa de cama, toallas.<br /><br /><b>Guest access</b><br />Apartamento completo,  todo privado.<br />No tienes nada que compartir.<br /><br />The apartaments is completely for you<br /><br /><b>Other things to note</b><br />Madrid es una ciudad muy caminable y la ubicación del departamento es perfecta par","The neighborhood of the letters is one of the best neighborhoods of madrid, with much charm, the best restaurant of Madrid, tapas bars, within walking distance of all the museums. It is a neighborhood with many cultural activities.<br /><br />The best bars and restaurants to enjoy in Madrid<br /><br />A good dinner:<br /><br />Tragantua Address: Calle de la Verónica, 4, 28014 Madrid<br />Phone: 656 32 37 96<br />Triciclo Calle Sta. María, 28, 28014 Madrid<br />Phone: 910 24 47 98<br />Tandem Calle Sta. María, 39, 28014 Madrid<br />Phone: 910 16 80 67<br /><br /><br />Today's menu<br /><br />Alambique calle fucar 7, 28014<br />La fagua de Vulcano for a paella Calle Álvarez Gato, 9, 28012 Madrid<br />Telephone: 915 22 36 05<br />La Alambra Calle de la Victoria, 9, 28012 Madrid<br />Telephone: 915 21 07 08<br />Matilda (good breakfast) Calle de Almadén, 15, 28014 Madrid<br />Telephone: 914 29 80 29<br /><br /><br />Tapas bars<br /><br />Tinto y tapas Calle de Almadén, 14, 28014 Madrid<br ",https://a0.muscache.com/pictures/8b6090c6-810a-4826-a2b2-2d6611372333.jpg,8321213,https://www.airbnb.com/users/show/8321213,Paula,2013-08-22,"Madrid, Community of Madrid, Spain","@domus.madrid 
Empresaria y Fotografa profesional, relacionada con el mundo de la hostelería desde hace más de 20 años.
Me entusiasma decorar y pensar en espacios que van a ser ocupados por personas que están pasando una estancia agradable y única en la ciudad.
Hablo Español, Inglés y Francés y me encanta el trato con las personas, intento ayudarles para que se sientan cómodos, acogidos y puedan llevarse el mejor recuerdo de su corta estancia.
Mi secreto es nunca dejar de reinventar mis métodos de aprendizaje, cada año tenemos que ser mejores y hacer que nuestras estancias sean perfectas. ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/ac2b10e6-dabf-4ade-94db-7ba7be197540.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac2b10e6-dabf-4ade-94db-7ba7be197540.jpg?aki_policy=profile_x_medium,Cortes,16,16,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Madrid, Community of Madrid, Spain",Cortes,Centro,40.4119,-3.69557,Entire apartment,Entire home/apt,3,,1 bath,,2,"[""Dedicated workspace"", ""Paid parking off premises"", ""Heating"", ""Cooking basics"", ""Bed linens"", ""Dishes and silverware"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Lockbox"", ""Patio or balcony"", ""Crib"", ""TV"", ""Washer"", ""Wifi"", ""Stove"", ""Iron"", ""Microwave"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Coffee maker"", ""Extra pillows and blankets"", ""Hot water""]",$56.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,17,47,75,166,2021-04-18,538,51,3,2015-02-09,2021-04-08,96,10,10,10,10,10,9,,t,15,15,0,0,7.14
5171377,https://www.airbnb.com/rooms/5171377,20210413152844,2021-04-15,"ATOCHA Sol,1 bedroom su,WIFI,AC","Located just 400 meters from Madrid’s Plaza Mayor, and 100 meters from the Puerta del Sol, this 1 bedroom apartment offers air-conditioner, free Wi-Fi and great views of the city. We are in the heart of the city, you can go everywhere by walk..<br /><br /><b>The space</b><br />The apartment is perfect for a family or a group of friends. 4 people can enjoy the apartment during a great weekend in Madrid.<br /><br /><b>Guest access</b><br />We give keys to our guests, so they can enter and go out whenever they want. Also we provide towels and sheets for the beds and sofa beds. There is a lift in the building. The wifi is free for everybody.","The city center is completely different from any other district. The nightlife is incredible, there are a lot of bars and restaurants close to the apartment. There are also theaters close to us - you can do everything in the center of the city.<br />The citizens are so friendly and kind, they want to help the tourists and make them feel like at home.",https://a0.muscache.com/pictures/64664964/aaf7d383_original.jpg,785052,https://www.airbnb.com/users/show/785052,Óscar,2011-07-06,"Madrid, Madrid, Spain","I love to travel but lately I do not have much time to do it. Having guests at home from all over the world is the most similar thing to travel. I like to practice sports like basketball, ski, golf, running,yoga...; if you want to practice any of these here in Madrid, I can help you with it. I can also show you the best restaurants of the area and help you with one day trips organization.",a few days or more,8%,0%,f,https://a0.muscache.com/im/users/785052/profile_pic/1311264481/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/785052/profile_pic/1311264481/original.jpg?aki_policy=profile_x_medium,Embajadores,6,6,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.41301,-3.70408,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Kitchen"", ""Elevator"", ""Fire extinguisher"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Washer"", ""Air conditioning"", ""Essentials""]",$100.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2021-04-15,6,0,0,2015-03-08,2016-10-23,87,10,9,10,9,10,10,,f,6,6,0,0,0.08
5177584,https://www.airbnb.com/rooms/5177584,20210413152844,2021-04-15,"Hab  Madrid centr Sol,Opera,Tirso M","Habitación independient para persona/s sociable,  no fumadora y respetuosa.<br />Se trata de cama individual que también se transforma fácilmente en cama doble<br />Calef  cent. y wifi<br />Muy luminosa, calentita y confortable.<br />Opción de desayuno sano concretar.<br /><br /><b>The space</b><br />Confianza y cordialidad.<br /><br /><b>Guest access</b><br />tv, lavadora, cocina.<br /><br /><b>Other things to note</b><br />Desayuno incluido.","Al lado de la Plaza Mayor y Mercado de San Miguel. Se puede ir caminando  y recorrer centro histórico,Palacio Real, El Rastro los domingos, museos, parques, zona de restaurantes emblemáticos y bares....",https://a0.muscache.com/pictures/miso/Hosting-5177584/original/bc064a08-e389-4ad0-8072-4a0a15850e44.jpeg,26780049,https://www.airbnb.com/users/show/26780049,Maria,2015-01-27,"Madrid, Community of Madrid, Spain","Generosa y apasionada de la vida, los viajes, la meditación y el yoga entre otros. Buena gente, amiga de mis amigos. 
Compartiendo mi espacio, agradecida de poder hacerlo.
Me gusta el jazz, la bossa nova, música etnica y toda la música que vibre en mi corazón.
Los árboles, el mar, los niños y las niñas como pureza y maestría, los cuentos......los abrazos y las sonrisas son parte de mi día a día.
Siento que si compartimos.....hay para todos, por eso después de abrir mi casa a gente preciosa amigos y familia comienzo esta nueva aventura. 
Respeto y confianza, eso sería en lo que pienso ahora.
 ",within a few hours,100%,100%,f,https://a0.muscache.com/im/users/26780049/profile_pic/1422362105/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26780049/profile_pic/1422362105/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.4155,-3.70749,Private room in apartment,Private room,2,,1 bath,1,2,"[""Elevator"", ""Breakfast"", ""Shampoo"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Washer"", ""Essentials""]",$26.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2021-04-15,19,1,1,2015-10-05,2021-03-30,98,10,10,10,10,10,10,,f,2,1,1,0,0.28
5177966,https://www.airbnb.com/rooms/5177966,20210413152844,2021-04-15,"Al lado Plaza Mayor, Sol, Opera","Espacio tranquilo y acogedor. Solo para ti.<br />Habitaciones soleadas y confortables con cama/s hasta 5 personas<br /> tv c/usb, wifi , calef cent y a/a .Posibilidad de utilizar sofa-cama doble en salón.<br />Puedes sentirte como en tu casa. <br /><br />No fumamos. <br />Te esperamos, gracias por compartir.<br /><br /><b>The space</b><br />Es sencillo, tranquilo  y acogedor.  Mi deseo es preparar el espacio para conseguir tu estancia agradable.<br /><br /><b>Guest access</b><br />Posibilidad de utilizar sofa-cama de dos plazas en salón.<br /><br /><b>Other things to note</b><br />No comemos carne/pescado, si no es molestia para ti intenta no cocinar carne/pescado y si lo haces, por favor haz tu máximo para recoger restos.","Poder recorrer el centro histórico caminando y hacer ruta de cafés y bares interesantes.<br />Tener cerca parques, teatros y lugares de interés. Así como el típico Rastro los domingos por la mañana, interesante poder ir caminando. <br />Seguridad  a cualquier hora de la noche, zona muy transitada y cámara en portal.",https://a0.muscache.com/pictures/76132794/31ef5d92_original.jpg,26780049,https://www.airbnb.com/users/show/26780049,Maria,2015-01-27,"Madrid, Community of Madrid, Spain","Generosa y apasionada de la vida, los viajes, la meditación y el yoga entre otros. Buena gente, amiga de mis amigos. 
Compartiendo mi espacio, agradecida de poder hacerlo.
Me gusta el jazz, la bossa nova, música etnica y toda la música que vibre en mi corazón.
Los árboles, el mar, los niños y las niñas como pureza y maestría, los cuentos......los abrazos y las sonrisas son parte de mi día a día.
Siento que si compartimos.....hay para todos, por eso después de abrir mi casa a gente preciosa amigos y familia comienzo esta nueva aventura. 
Respeto y confianza, eso sería en lo que pienso ahora.
 ",within a few hours,100%,100%,f,https://a0.muscache.com/im/users/26780049/profile_pic/1422362105/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26780049/profile_pic/1422362105/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Palacio,Centro,40.41628,-3.70912,Entire apartment,Entire home/apt,4,,1.5 baths,3,4,"[""Kitchen"", ""Elevator"", ""Breakfast"", ""Shampoo"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""TV"", ""Washer"", ""Air conditioning"", ""Essentials""]",$56.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,13,288,2021-04-15,16,0,0,2015-04-26,2017-12-22,98,10,10,10,10,10,10,,f,2,1,1,0,0.22
5181841,https://www.airbnb.com/rooms/5181841,20210413152844,2021-04-16,Plaza de Castilla con garaje.,"Apartamento, sencillo y funcional. Amueblado y equipado. Consta de salón, dormitorio, cocina y baño.<br />Toda clase de servicios y transporte público.<br />Estancia mínima: 6 noches.<br />Plaza de garaje opcional en el <br />mismo edificio.<br />Precio alquiler garaje: 12 €/noche<br /><br /><b>The space</b><br />Situado en zona financiera.<br />Calle Bravo Murillo, 346<br /><br /><b>Guest access</b><br />Toda clase de servicios en la puerta<br /><br /><b>Other things to note</b><br />Plaza de garaje en el mismo edificio.<br />Edificio muy tranquilo y silencioso.<br />No se aceptan mascotas.",Barrio muy atractivo.,https://a0.muscache.com/pictures/64791722/7f11e27e_original.jpg,4831338,https://www.airbnb.com/users/show/4831338,Angel,2013-01-24,"Madrid, Community of Madrid, Spain","De mediana edad. Seguro que podré ayudarte.

Frase: Vive y deja vivir",N/A,N/A,N/A,t,https://a0.muscache.com/im/users/4831338/profile_pic/1359050212/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4831338/profile_pic/1359050212/original.jpg?aki_policy=profile_x_medium,Embajadores,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Castillejos,Tetuán,40.46464,-3.69415,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Bed linens"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""TV"", ""Essentials"", ""Coffee maker"", ""Paid parking on premises"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Hair dryer"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating""]",$50.00,6,1000,6,6,1000,1000,6.0,1000.0,,t,0,0,0,0,2021-04-16,35,0,0,2015-10-13,2020-01-02,94,10,9,10,10,10,9,,f,2,2,0,0,0.52
