id,listing_id,date,reviewer_id,reviewer_name,comments,score
1386940,30320,2012-05-31,963251,Jean,"We recently stayed in madridvand found staying in an apartment to be much more practical than a hotel. There is a grocery store nearby, lots of shopping, easy access to the subway system and city tours. The location is very central. Dana was a fantastic host, verybaccommodating and responded quicklybto any questions we had. My only concern was that we were not able to access the internet but i am not cettain thatnitbwas not just limitations of my device. I would definitely use airbnb again and cannot say enough about dana as a host. Forget renting a room and enjoy madrid living like a local.",66
1425462,30320,2012-06-06,1893190,Andrew,"We had a nice time staying at Dana's place. The apartment was clean and centrally located, making sightseeing very easy. As other reviewers have noted the wireless internet can be a little spotty and the area is loud, but the great location makes this apartment great for a visit to Madrid. I would definitely recommend the place and Dana!",11
1554332,30320,2012-06-25,2063853,Andrew,"Dana met us at the apartment at the time she said she would and could not have been nicer.  She was helpful giving us information on the area and how best to get to the airport.  We found her very kind and professional.  The apartment itself was great.  It is a perfect location for spending time in Madrid, and it was very clean with nice amenities.  ",68
1934418,30320,2012-08-09,865862,Trina,"I had an amazing time staying at this apartment. Dana was super helpful. We were in touch prior to my arrival via email and she was very accommodating when my flight was delayed and I arrived a little late after finding my way from the airport. She was waiting for me in front of the building to show me up. 
The apartment was the perfect space for me. It was very clean and in a great location close to transportation in the center of everything. It was great to feel a little like a local. So much better than a hotel. The apartment was spacious enough for a few guests, had nice large tub/shower (key for us ladies) and a cute little balcony to check out the activity below. The street is a little noisy in the evening but when you stay in the center of Madrid that's what you are there for. Can't wait to go back to España!",27
2244199,30320,2012-09-09,3467597,Simon,"Dana was great spent a lot of time helping me navigate some questions of Madrid and Spain.
The apartment was great, very central and clean.  With the balcony door open there is noise- when it is closed it is very good- air con is great too.
There wasn't internet at the apartment- there is a wifi network, but no data flow.  If this was fixed it'd be a 10/10
There is free internet in Madrid now- with a few companies- also Macdonalds offers free wifi which is a 2 min walk from apartment.",55
2414726,30320,2012-09-25,3586915,Daniel,"As advertised, clean , central and a good place to stay. All previous comments on the noise are over blown. Internet is also fine if used in the back room. Dana was also very helpful, lent me her high spec iron and ironing board. Also let me check out later which was great. Cheers ",43
2462111,30320,2012-10-01,2548636,Chris,"I stayed in this apartment back in September. (Sorry, procrastination is a particular skill of mine.) Anyway, this is a great apartment right in the middle of things. A lot of restaurants, bars, shopping, tourist sites, etc. all within walking distance. Public transportation is also right there, but I ended up walking everywhere. Madrid's a good city for that.

The apartment was very nice, and had everything you could need for your stay. Dana was a great host, very good with the communication, and very helpful once I'd arrived. 
",61
2595241,30320,2012-10-13,3388992,Tracy,"I was in Madrid in October 2012 for five nights and booked my apartment through Dana. I had a wonderful time in Madrid. The apartment is so conveniently located that I was able to walk everywhere, and because it is minutes away from the Sol, I got an intimate first look of the lively night life in Madrid. The city has an amazing public transportation system which is very well marked and navigating through the metro system turned out to be much easier than I thought. There is also the fantastic rail system. I was able to take day trips to Segovia and Toledo via the high speed train for very reasonable prices. I  thoroughly enjoyed myself, and would definitely return in the future. ",44
2741100,30320,2012-10-28,3677192,David,"Overall, our stay was incredible.  We greatly enjoyed the apartment, found the location quite convenient, and appreciated Dana's kindness.  We stayed for three nights (Wed-Sat) and enjoyed a nice home-made breakfast each morning (a grocery store is quite close) replete with fresh coffee.  We also cooked dinner one night and found that the apartment was adequately stocked for a simple dinner.

That said, there are a couple things that I think potential guests should know:

1) the apartment is not lived in by a permanent resident.  Rather, it is treated as an investment and seems to be rented, along with many other similar apartments, through Airbnb.  This means that you do not have to worry about clutter of another person's belongings, but it also means that the apartment lacks certain items you would expect in someone's apartment: salt, pepper, paper towels, etc.  

2) while the apartment was quite quiet on Wednesday night, it was quite loud on Thursday and Friday nights.  I currently live in the Village in New York City and am used to loud street traffic, but this was unbelievably loud and continued past 6 am.  I would stay again during the week, but given the noise, I would definitely think twice before staying over the weekend.

3) because it appears that this ad represents several units in the same building, the specific layout of your unit may vary, and I would not rely on the photos to ensure the precise layout.  The apartment I stayed in had the bedroom in the back which helped with noise, but I do not know if other apartments are configured differently.  This fact also appears to explain how there are 40+ reviews.

That all said, we thoroughly enjoyed our stay and would recommend the apartment to others.",48
3055086,30320,2012-12-11,2251738,Mike And Brent,"Dana was just great.  She was easily available by phone, and only took 30 minutes or less when arranging a meeting at the apartment.  We had a problem with another apartment (not reserved on Air bnb), and called Dana to see if she could help.  She not only arranged for an unscheduled rental, but was able to meet us at the apartment almost immediately.  Among our best rental experiences, and we have rented more than 15 vacation apartments worldwide.",86
3073920,30320,2012-12-11,3854057,Lee,"SO close to Sol its unreal.

I had a small studio at the back of the building and it was very quiet, even though the streets were packed with Constitution Day partying.",95
3122934,30320,2012-12-20,3404744,Mario,"The apartment  was nice, clean, with a balcony and very central (1 minute from Sol!) 
Internet was stil very poor, even used in the room. 
Dana was not only very professional but also very kind and helpful.
It was a very nice experience!


",78
3202024,30320,2012-12-31,3716729,Scott,"I have no complaints at all. Dana was a fantastic host, the place was better than expected and right in the middle of everything. An excellent deal for the money, and the Internet connection was surprisingly pretty good. That's always a big deal for me since I work online, so it was a nice surprise. Highly recommended!",60
3663977,30320,2013-03-01,3167870,Matt K,Great location and really kind and helpful host. Thank you Dana! I'm looking forward to come visit Madrid again:),36
3693820,30320,2013-03-04,4425806,Barbarella,"Great location, beautiful and clean flat!  Just in the middle of many pubs, resturants, shopping mals and the historical centre! By walk you can do every sightseeing tour in the centre of Madrid! Only the internet (Wifi) was a bit slow....Dana is really friendly and nice! I realy reccomend this flat and hope to be again soon in Madrid :)",93
4113103,30320,2013-04-10,5619584,Steve,"This was my first experience using 'airbnb' and it was very easy and stress free. 
The apartment was great, as per the pictures and description on the site.
Dana was very helpful and friendly, and made the whole process very easy.
Thanks!
Steve",71
4444231,30320,2013-05-06,4530608,Cathie,"Our stay was great.  Weather was warm and sunny.  There was a great atmosphere around the area, especially as the May festivities were happening.  Dana was extremely helpful, and the apartment was bright and cheerful and had everything we needed.  Although there was noise at night, due to the busy street, it was not disturbing.  Noisiest things were the police sirens!
Nice to have three lockable doors between us and the street.  
",87
4623654,30320,2013-05-16,5277146,Carol And Doug,"The location of this apartment is fantastic, easy to find on arrival and very convenient to the metro. But it is on a busy street that has not yet been upgraded like some of the others around it. The apartment is a little spartan, old linens and towels and no lighting except glaring overhead lights.  But it was very clean, had air conditioning and had all the cooking supplies if you wanted to do that. The wifi only worked in the bedroom. Dana was very professional and accommodating. It is run like a small hotel, rather than a b and b.The price and location are right but if you are looking for the quaint, old world experience, this isn't the right place for you.",84
4710513,30320,2013-05-21,3567721,Jack,Great place with access to many great sights and restaurants. The police station nearby made the place feel very safe. Great access to grocery stores and retail shops as well. I'd highly recommend!,61
4822059,30320,2013-05-27,3289516,Philippe,Great location! Great Host. Highly recommended,49
4951109,30320,2013-06-03,3289516,Philippe,"This place was exactly what I was looking for. Dana is a fantastic host. She is very nice, helpful and flexible. Excellent contact and exchange with her. The place is in the middle of everything and is the perfect location according to me. I will rent it in the future for sure. Highly recommended! 

",21
5411179,30320,2013-06-29,5804109,Sonal,"Dana's apartment is in a perfect location, right in the city centre so close to everything. The apartment has all amenities. Dana was very helpful and gave me directions.",41
5983580,30320,2013-07-25,6459319,Kelsey,"Amazing location! We were walking distance from almost everything. The apartment in the photos is not entirely accurate. It was similar but there was almost no dining area. Due to some communication errors, we were left waiting the morning of our first day outside of the apartment. This was quickly resolved once Dana got involved and we received one nights stay free. ",55
6930505,30320,2013-08-31,1412541,Tom,"I had a great time in Madrid thanks to Dana. The apartment was in a fantastic location right in the heart of the city - walking distance to all the major tourist spots, bars and restaurants. The place was very quiet and exactly what I wanted. I would highly recommend this apartment to anyone.",68
12018042,30320,2014-04-21,12239780,Erika,"Dana was very helpful, friendly, and accommodating. She met us in the evening when our flight got in and gave us all the necessary info about the apartment as well as advice on where to go for dinner. The apartment was clean and perfectly located. It gets a little loud at night, given the central location, but all in all it was a perfect stay!",72
12263999,30320,2014-04-27,11753610,Olivier,"Great location is the heart of Madrid, Dana was very nice and flexible, I would recommend it for sure !",38
21257278,30320,2014-10-13,22176693,Christopher,"Dana was fantastic.  Ultra sweet, and willing to make every accommodation for which I asked.  The apartment was spotless, very reasonably priced, and very centrally located (just half a block from Plaza Del Sol, the center of Madrid).  Moreover, it is very secure and reasonably quiet, for Madrid.  I would recommend in a heartbeat.",94
22812110,30320,2014-11-15,11031291,Emrah,"The apartment is right at the heart of Madrid-Sol. It is nice and well maintained. 
Dana is a kind and helpful person. I thank her for her kind hospitality.",63
24980145,30320,2015-01-04,20568593,Khalfani,"Great stay in Madrid. Dana couldn't make it, so her associate met me in front of the apartment. She waited as my plane was delayed an hour. Nice space, very clean, good run down of how everything worked. On day three of our stay we were greeted with additional towels. The location is prime. Just a few minutes from the main square. Tons of restaurants and bars, sights and sounds. When you book, the apartment overlooking the street may not be available and you will be given the option of a inside facing apartment. Price should probably change for the lesser view, but all in all, more than worth it with my last minute planning and the location. I'd stay here again. Thanks Dana and HAPPY NEW YEAR!!",3
25207228,30320,2015-01-09,5460360,Michael,Great location just a few steps from Sol. Easy to get into and out of. nice apartment with a neat view of the street. Great place to stay in the center while exploring the city,34
29236560,30320,2015-04-05,9679142,Ricardo,Excelente la estadía. Magnifica la ubicación. Súper recomendado. Muchas gracias por la hospitalidad y el servicio.,95
29450130,30320,2015-04-07,141192,Luna,Muy bueno t bien localizado,36
29852118,30320,2015-04-13,29430255,Ly Thien Co,"The apartment was very lovely. It clean, easy to find and had a bunch of cooking utensils. Dana's friend who took me up was very friendly about explaining things etc. I really recommend it to anyone else who is looking for a place to stay in Madrid. Whether it is as a holiday or for work. My friend and I had a great time and no complaints about the apartment.",57
30716866,30320,2015-04-26,19575593,Sarah,"This was a great place. Dana and her staff were friendly, polite, and gave us help with everything we needed. The apartment could not be more central - the perfect starting place to explore Madrid. If you're looking to see the city in a short time, I would HIGHLY recommend this apartment! Thank you Dana!",42
31330289,30320,2015-05-04,11255603,Leonardo,"A Dana e seu apartamento são ótimos! muito bem localizado ao lado da Puerta del Sol, amplo e muito limpo. A Dana é extremamente profissional e nos fez sentir muito bem ajudando em tudo que precisamos. Recomendo a todos e certamente ficaria novamente. ótimo escolha!",80
32116608,30320,2015-05-14,19842194,Neil,"Exactly as described, centrally loacted",66
32518427,30320,2015-05-19,24966400,Daniel,"Dana describes the listing as Great Vacational Apartments, and it is just that. Great location, great accommodation, and greatly welcomed by Monica.

Everything as described, as more, and made our first visit to Madrid a wonderful experience. Can't wait to go back.",49
32677494,30320,2015-05-20,12266134,Kyle,"The listing was very accurate, and the host was very friendly!  She gave us a run-down of everything in the apartment.  She also offered to give us some tips about the city, however we were already in madrid for some time so that was not necessary.  Pleasant place to stay in, we wished we could have spent more time here!",80
33776257,30320,2015-06-01,28480130,Ash,"It was an absolute pleasure to be hosted by Dana. She was so sweet, patient, and accommodating. We arrived very late at night (and about 90 minutes later than expected) and she had waited for us! The location is really great and the apartment is bright, clean, and safe. We were given a fresh set towels during our short stay and were provided with shampoo/soap. We checked out at noon, long before our evening flight, and Dana allowed us to store our luggage in a secured location, which was very convenient and thoughtful. ",94
34015378,30320,2015-06-03,33077252,Wai Lok,This is a very good and comfortable house with most of the facilities. The hosts are nice and provide me useful information. The location is very close to train station and at the centre of Sol where it is worthwhile to spend a half day there.,77
34331186,30320,2015-06-07,33464925,Barbara,Dana made us feel right at home. She explained everything to us and was very helpful. Apartment was fine. Only complaint we had was upstairs neighbors partying all night which disrupted our sleep. Madrid is a beautiful place and we thoroughly enjoiyed our vacation. I would use airbnb again,47
35099578,30320,2015-06-15,23890986,Gabriela,"Lo consiguió porque el alojamiento tiene todo como para sentirte en casa. Se ha cuidado cada detalle para que así suceda . Además Dana y Mónica fueron excelentes anfitrionas y estuvieron atentas en cada momento para hacernos sentir, muy bien.",50
35513873,30320,2015-06-19,27356093,Pablo,Buena expereiencia. El depto está al lado de todo y ellos son muy amables y te ayudan en todo.,51
35702063,30320,2015-06-21,27007125,Aoife,"My friend and I stayed in Dana's apartment for a long weekend in Madrid. The apartment was exactly as described, small but spotlessly clean. The apartment is in a great location in the centre of the old Madrid. From here the Royal palace is a ten minute walk in one direction and the Prado and park ten minutes in the other.

Dana was very easy to deal with, and Monica who met us to give us our keys was also really friendly and helpful. She gave us lots of useful information about the area during check in.

The apartment is surprisingly quiet given its central location too! We were on the second floor but the apartment block has a little lift, handy for bringing up luggage.

This apartment is a great find! Thank you Dana and Monica!",71
36463264,30320,2015-06-28,18036217,José Manuel,"Apartamento inmejorable para visitar Madrid, centrico,silencioso, limpio y encima más bonito  que en las fotos , lo recomiendo 100 %
Dana es muy amable y profesional un 10 para ella !!!",35
36931617,30320,2015-07-02,11977208,Adam,Great experience,61
37661141,30320,2015-07-09,26723759,Sheila,"Great stay at Dana's apartment. Location was fantastic! 2mins from the main metro Sol! Food just round the corner that made it so great after a night out and we had food available 24hrs! 

Very big apartment good for 6 people! Value for money. Maybe cos of the weather while we were there, we wished the air-condition was stronger. Wasn't strong enough to cool the big apartment. But that is a small concern. Will definitely stay again. ",71
37880781,30320,2015-07-11,20303405,Liz,The apartment is in a very central location and is well kept/clean. Great for a short stay! ,11
46748971,30320,2015-09-13,35285501,Rich,Very pleasant stay right in the center of Madrid. The place is all about location with everything you need is  within walking distance. The place was very clean and came with towels and shower gel which was helpful. Dana was also helpful in helping us find out what was around and also provided us with a map to use. ,96
47718808,30320,2015-09-21,32585962,Jose Luis,"Excelente ubicacion y un departamento bastante amplio, lo recomiendo totalmente.
El unico detalle es que el internet no funciona en todas las zonas del departamento.",24
48296120,30320,2015-09-25,11277983,Chris,Great stay in Madrid.  Thanks!,83
49472105,30320,2015-10-04,42885341,Benjamin,"Very pleasant stay at Dana's apartment. Location is perfect, very close for all you want to do : shopping, food, clubs and so more. The apartment is very calm and clean, great for a short weekend! ",13
50936674,30320,2015-10-16,42537364,Tina,"Monica 跟我讲了房子的周边情况,以及注意事项,房子比较小,不过非常市中心,超级方便,下楼就有餐厅｡超市要去英国宫那边,大概走3分钟吧｡地铁站1分钟｡因为他们是好多套同时出租,所以有点类似酒店管理,短住旅游不错,家庭休闲比较长时间的话就不太合适了｡",38
51273338,30320,2015-10-19,6570814,Karen,Great apartment near Puerta del Sol. I wouldn't hesitate to stay here again. ,47
51893785,30320,2015-10-25,19248632,Mark Anthony,"Firstly, this apartment is much nicer than the photos can illustrate. It's actually feels more like a home. The balcony that looks out on Calle Del Las Carretas, and the view(s) are just extraordinary. Dana is one of the nicest people I have ever met and is/was a very gracious host. She is very accommodating if your flight arrival is at odd hours and even offered to store my luggage until my departure flight.  I cannot imagine how this visit could have been any nicer. ",84
55120244,30320,2015-11-28,32513744,Joyce,"O apartamento é perfeito para férias. Muito bem localizado e aconchegante, com tamanho perfeito e muito limpo. Dana e Ana foram muito atenciosas durante toda a estadia. Recomendo!
Joyce",12
55444754,30320,2015-12-01,3400221,Cathy,"Lovely apartment, perfect for what we needed. Very central, clean and spacious. Dana was very helpful and we could leave our luggage there on the last day. Only thing i would say was a shame is that the shampoo is in little sachets so I could only wash my hair once and a hair dryer would have also been an added bonus. Apart from it was perfect! ",79
57711074,30320,2015-12-28,2207211,Spiros,"Normally I get a little nervous, when I have to write a review, trying to be fair but also accurate.
Fortunately Dana and her collegues save me the trouble and stress now and make it pretty easy for me.

Everything was perfect.

A very cosy, spacious, very clean appartment for at least 3-4ppl, with everything needed in the most central location u can imagine, near everything and in a very affordable price.

Bed, matress, kitchen, heating, wifi, check in..all perfect. 
The TV is a new flat one and not the small one in the pics.

Dana and her collegues were very professional, polite, helpful and always present during my stay.
A clear recommendation and my choice, when I come back.

Todo perfecto..apartamento muy limpio, comodo y central, exactamente como se ve en las fotos.
Dana y sus compañeras eran muy profesionales y atentas y me ofrecieron una estancia agradable.",35
58795610,30320,2016-01-05,17942682,Jennesi,"Alquilé el apartamento por 8 noches para mi madre y debo decir que la experiencia gue muy buena. Al momento de alquilar no tuve mucha comunicación con Dana, no recibí ningún mensaje cuando reservé pero siempre responde a las preguntas. No conocí a Dana personalmente, sin embargo nos atendió Natalia quien es muy simpática y amable, nos enseñó el apartamento de forma muy específica y nos informó de todo, siempre pendiente de los detalles y con una sonrisa. El apartamento en sí está genial; en este caso como solo era para mi madre tenía el tamaño perfecto para estar muy cómoda, muy buen colchón y almohadas, el salón muy práctico con su sofá y el TV es pantalla plana, no pequeñito como en la foto así que aún mejor :) La cocina está equipada con todo lo básico que necesites e incluso más. El baño está muy bien, había toalla y pequeños botes de shampoo y jabón, también papel. El apartamento también cuenta con un aire/calefacción que funciona perfecto, hacía mucho frío en la calle y con el balcón pensé que se podía pasar frío pero no, pocas veces hubo que encender la calefacción y solo por unos minutos. Al final de la estadía Natalia nos llamó a un taxi para el aeropuerto, cosa que nos pareció muy buen detalle. En general lo recomiendo totalmente, el precio muy correcto, calidad, ubicación y atención todo bueno! Muchísimas gracias y espero volver a alquilar con ustedes en el futuro :)!",5
59312742,30320,2016-01-09,5258664,Nicole,As shown.  Great very from the balcony!,95
59952539,30320,2016-01-17,11868321,Kenda,"Have to echo the other reviews, great location I easily walked to Plaza Mayor, Mercado San Miguel, the Prado, etc. Easy to access metro, food, shopping, sites, etc. Lovely apt. and easy, accommodating arrival, even called a cab for me to make my departure nice n smooth. The only slight issue was that I could sometimes hear drunk revelers in the wee hours, I'm a very light sleeper so this was resolved with ear plugs. Loved it, and would happily return if I have the good fortune to land in Madrid again!
",75
60434952,30320,2016-01-23,40051000,Chantal,Had a nice stay at one of Dana's apartments in Madrid. Space was very clean and in an incredibly central location. Thanks!,93
61178407,30320,2016-02-01,52154884,Marcela,El apartamento está muy bien ubicado y tiene buenos accesos al metro y al centro de la ciudad. Cuenta con todo lo necesario para estar en él; destaca por su limpieza y la calidad del colchón (se duerme muy bien). Dana es muy amable y tiene excelente disposición ante cualquier requerimiento.,62
61662591,30320,2016-02-07,4261488,Hallie,I had a wonderful stay at this apartment! It was in a great location and I would definitely stay here again:),71
63919170,30320,2016-02-28,55252892,Andres,"Todo perfecto, excelente atención, todo tal cual lo muestran las fotos, 100% recomendable, volvería!!",86
68593355,30320,2016-04-05,841972,Bruce,Dana was the perfect host and her apartment in Sol was the perfect spot to explore Madrid.,60
69096025,30320,2016-04-09,33032309,Oveimar,Apartment location is just perfect and close to everything as few steps from El Sol metro station. It can be noisy at night though. The place is exactly as advertised.  ,57
69511596,30320,2016-04-11,64070021,Rob,It is a great place in a nice neighbourhood! Dana is very helpful! The day we left we could place our luggage in the appertment so we could enjoy our last day in the beautiful city!,68
70243513,30320,2016-04-17,54449761,Minerva,"El apartamento está bien, justo  lo que esperas.
La cama es muy cómoda,  tiene una bomba de frio/calor que va bien para cualquier época  del año.
Apartamento situado a 1 minuto de la Puerta del Sol, cerca de todo pero un poco ruidoso.",71
71246837,30320,2016-04-24,32354675,Aline,"This is the absolute opposite  of the spirit  of Airbnb: 1) this is through an agency. 2) Nothing to make you feel welcome. 3)The beds, the sofa and the chairs are incredibly incomfortable.
And finally we were asked to pay when we arrived, although we had already  done it through Airbnb...
WORST expérience with Airbnb!",63
73948902,30320,2016-05-11,60712411,こうざい,it was the first of the madrid trip(初めてのﾏﾄﾞﾘｰﾄﾞでした)i iwas greeted was also just right(笑顔で迎えてくれました)it was saved close to the station tourist destination(駅や観光地も近く助かりました)the size of the room was also just right(部屋の大きさもちょうどよかった)now very enjoyable trip(楽しい旅になりました)   by hiroshi,74
75917411,30320,2016-05-23,22378877,Mick,"We were meet at check in by a colleague of Dana and was she was most helpful. The apartment is centrally located to everything you will need, just a very short walk. Because of location it can be a bit loud but that did not worry us at all. The apartment is well equipped and very clean. ",46
86831730,30320,2016-07-17,2774042,Harkiran,"This is great place to stay in Madrid. Dana was very helpful, responsive and friendly. The location of the apartment is right in Sol, next to the metro stop. The apartment is so colorful and beautiful and the bed is so comfy. ",95
92501488,30320,2016-08-08,84384773,Akiko,"Dana は時間に正確で､ｽﾑｰｽﾞにﾁｪｯｸｲﾝ/ﾁｪｯｸｱｳﾄできたのがとてもよかった｡荷物の預け入れも柔軟に対応してくれました｡
部屋もﾊﾞｽﾙｰﾑもとても清潔で､快適に過ごせます｡",3
103952128,30320,2016-09-25,49151666,Best And Fast Change,"Dana mi ha accolto e' stata molto gentile e disponibile in caso di mie necessita'. Mi ha spiegato tutto nei dettagli e gentilmente mi ha portato anche una moca e una mappa. Per quanto riguarda l'appartamento e' centralissimo ed essenziale, pulizie piu' che buone compreso cambio asciugamani ecc.  l'appartamento  e' molto piu' piccolo e con spazi un po' scomodi e ristretti, da starci molto provvisoriamente per pochi giorni magari. Pero' quello che assolutamente e' stato negativo, soprattutto nelle ultime notti, e' stato il baccano notturno tanto da non poter dormire. L'alloggio da proprio sulla strada e anche con la finestra chiusa ho dormito male e poco .  ",66
104586955,30320,2016-09-27,60078166,Vanessa,"You absolutely cannot beat the location of this place. 100ft from Sol and 5-15 min walk to all major sites in the city. The apartment was exactly like it's shown in the pictures. Dana met me promptly and was very kind to offer to keep my luggage past check out time if needed. Like someone said before, the is run by an apt agency. They are very prompt if you need anything and bring you fresh towels etc (I stayed for 3 nights). The area is in one of the busiest parts of town so bring ear plugs if you're a light sleeper. ",8
106633694,30320,2016-10-07,14481746,Kris,"Amazing location and Dana was very helpful. Very colourful, cute and clean apartment. Was also able to leave my bags with her after check-out. ",23
107619189,30320,2016-10-11,24493179,Satoko,It was good location (near station)and room was clean . We were comfortable to stay in Dana's appartment . Thanks ,46
109723842,30320,2016-10-23,40476656,Amy,"Excellent location not more than 1 minute walk to Puerta del Sol and metro. 
Just note that if you aren't from Spain, dinner isn't until at least 10pm so street can be noisy well into the night/early morning. ",53
117187573,30320,2016-12-05,87091366,Kyle,Close proximity to everything. Great place to stay! Check-in was extremely convenient and easy to coordinate.,54
120550087,30320,2016-12-11,101754415,Ana,"O apartamento é muito central,  nunca precisei de andar de transportes. Muito limpo e muito confortável. Tem ar condicionado, o predio tem elevador. Dana foi muito simpática e prestável. Se voltar a Madrid, será uma experiência a repetir. Adorei.",74
132670136,30320,2017-02-19,69926307,Olga,"Appartement correspondent tout a fait a la description. L'emplacement est formidable, pas besoin d'utiliser transport, très facile de venir d’aéroport. Dana est très professionnelle, toujours présente dans l'immeuble y prête a répondre a touts les questions.    ",27
136806967,30320,2017-03-12,26323945,Cristian,"Totalmente recomendable , limpieza trato , ubicación  ",67
141499538,30320,2017-04-03,109698992,Ximena,El departamento es lo más y la zona es muy privilegiada. ,48
142636300,30320,2017-04-09,1784115,Emeric,Good location and functional flat but the room over the street was noisy at night (no door separating it from the living room). Communication was OK once there but I needed to call to get answers to my messages,36
148118758,30320,2017-04-30,4499117,Ryan,Excellent location. Right in the heart of the city. Dana was so amazing and accommodating. I would highly recommend staying here.,76
150223697,30320,2017-05-07,119775263,Zach,"Amazing location, Dana is a great and accommodating host. 

Close to the metro that will take you anywhere in Madrid, so it's a perfect location for navigating around the city.",77
151184630,30320,2017-05-11,31643113,Eszter,"Dana's place is right in the centre, best location if you want to explore the city day and night. The place is clean, tidy and has everything you need. The area can be a bit noisy but this comes with the central location. Dana was very helpful, got us everything we needed. Would come back again.",15
151782067,30320,2017-05-14,5256556,Gerard,Apartamento perfecto!! Buena ubicación. Cómodo y con todo lo necesario.,65
153239671,30320,2017-05-20,7838314,Robert,Excellent location and very comfortable.,11
155030458,30320,2017-05-27,44954296,Wilmeliz,"El lugar es muy céntrico, estás cerca de todo. Muy buen ambiente y tal como aparece en las fotos. Un único problema fue la comunicación con Dana. Me he equivocado en hacer la reserva para una sola persona. Se lo he notificado y aún así acepto mi reserva. Cada persona adicional fueron 60euros lo que encuentro muy caro. El lugar es para 4 personas y fue muy difícil llegar a un acuerdo con ella. Me hizo firmar un contrato que decía 225 para luego cobrarme 256. No me queria dar copia del contrato y llego el dia del check out una hora antes ",40
157665166,30320,2017-06-04,66672422,Leonardo,"Dana es una excelente anfitriona, estuvo pendiente de recibirme y darme todas las indicaciones para que todo fuera perfecto. La ubicación es super excelente para desplazarse por el centro de Madrid, a una cuadra tomas el Bus Turistico, Metro, excelentes bares, restaurantes, en fin, muy recomendable para quien quiera tomar esta opción de alojamiento en Madrid.",91
158756364,30320,2017-06-08,7840283,Kate,"Great little apartment close to the Peurto del Sol (main city square). The only downside was the noise, whether it was from the street at night or the guests/ tenants in the other apartments. I had pre-warning of this and took earplugs!! Otherwise I couldn't fault it.",62
164159979,30320,2017-06-26,30141182,Joseph,"This a great place, it is in the centre of Madrid and you have access to all services. There is a supermarket 3 minutes walk away. Dana is amazing - she is friendly, kind and very helpful. I highly recommend.",66
165005955,30320,2017-06-30,44029304,Jonathan,"Everything about this place is excellent: location, condition, neighborhood, and proximity to restaurants, cafes, bars, trains, etc. I highly recommend this apartment. The bed and other furniture were in great condition and very comfortable. The AC worked perfectly as well as hot water and shower. I can go on and on about how great this apartment is but you will see for yourself.",83
166642438,30320,2017-07-04,8126013,Paul,"Highly recommended - excellent value and  very comfortable for single residents or a couple, amenities included everything you could want. Location was very central, only 2 mins from Puerto Del Sol. Dana was so helpful and the check in very thorough. She left me feeling well taken care of and very comfortable. Would definitely stay here again.",53
168270249,30320,2017-07-09,7762249,Mark,"The apartment was clean and well kept. Accurate host, good communication. ",80
170737611,30320,2017-07-16,30857675,Stefano,"Great location,apt is very nice and has all i need for my  trip. Dana is very good host and i  will rent again in the future!
Thanks",62
175545437,30320,2017-07-29,86781126,Tristan,Very nice staying in this central and lively place of Madrid !,86
178288887,30320,2017-08-05,24542255,Sohyun,"The location was perfect to travel, just one minute from Sol station. 
It was really cozy and every application was equipped. Also the host was really kind :)",78
183393534,30320,2017-08-17,90533151,Katherine,"Perfect location! Easy walking distance to many attractions, very secure building and the AC is very nice to walk into after being in the heat. Dana is a great host with very quick communication.",91
197304864,30320,2017-09-25,55502789,Taylor,"This is such a great find in Madrid! Very centrally located, charming, and the bed was extremely comfortable. Our first night we slept with the large floor to ceiling windows closed and it was completely quiet, which was awesome since the apartment is on a very busy street. Dana could not have been nicer, and was patient with us showing up much earlier than we had planned. I would definitely recommend and stay here again. ",46
201320355,30320,2017-10-08,142116586,Dean,Great location right in the heart of a very walkable city. Dana was great at check in and great at communicating. Really nice flat for 2-3 people. Perfect location.,21
207840544,30320,2017-10-30,19248632,Mark Anthony,"I can only speak for myself, This is the best apartment to rent while visiting Madrid. I stay at this apartment every year that I spend my holidays here. The host is very professional, accommodating, helpful. etc. The list goes on. I would recommend to anyone, visiting Madrid, to consider staying here. I would give it 10-Stars if it were possible.",4
216202348,30320,2017-12-03,70603949,Rui,"Great location. Super central. Clean, near public transports, restaurantes & plaza mayor. I 100% recommend it",67
217877517,30320,2017-12-10,105703797,Pilar,"Es un apartamento precioso en un edificio antiguo rehabilitado. Cuenta con todo lo necesario para pasar unos días cómodamente y la ubicación no puede ser mejor, justo a un paso de la Puerta del Sol, y cuando digo un paso es que es un paso, no tardas un minuto en llegar porque estás ahí mismo. El metro al lado también, teatros, bares, restaurantes.... el centro turístico de Madrid. Un poquitín de murmullo en la calle pero no demasiado ruidosa. Dana ha estado pendiente en todo momento y me guardó las maletas hasta la salida de mi avión.  Repetiré en breve, estoy segura.",25
218528751,30320,2017-12-13,34105584,Benjamin,Great location in the middle of it all. Plenty of space inside the apartment and easy to find. It is walking distance to the main rail station and anything you would want to see in the city center. Very comfortable place and a good price.,28
219644507,30320,2017-12-18,76193486,Terezia,"The location of the apartment was amazing, right in the heart of the city center. The flat as such is not very big but has everything you may need during your stay.  I definitely recommend it.",43
221635760,30320,2017-12-27,106444075,Alessandra,Awesome place! Great location because it’s close to everything! Quiet inside. Very clean! Super friendly host! Safe! There’s an elevator! Great view with balcony. You get fresh towels and toilet paper every 2 days. Host even gave me a Xmas gift as a friendly gesture!,5
